Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition,Tenure Group,Income Band,Attrition_Encoded,Gender_Encoded,Department_Encoded,JobRole_Encoded
EMP0225,45,Female,IT,Software Engineer,7896,7,4,2,3,No,6-10 Yrs,Medium (5k-10k),0,0,2,12
EMP0226,54,Female,Research & Development,Manufacturing Director,10504,0,1,2,4,Yes,0-2 Yrs,High (10k-15k),1,0,3,7
EMP0227,45,Female,Research & Development,Manager,18099,2,1,3,3,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP0228,32,Male,Sales,Manager,17333,8,2,3,4,No,6-10 Yrs,Very High (15k+),0,1,4,6
EMP0229,29,Female,Research & Development,Manufacturing Director,18255,1,2,4,3,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP0230,57,Female,Sales,Manager,13816,3,3,4,3,No,3-5 Yrs,High (10k-15k),0,0,4,6
EMP0231,59,Female,Finance,Financial Analyst,11888,1,4,3,4,No,0-2 Yrs,High (10k-15k),0,0,0,2
EMP0232,41,Female,Sales,Sales Representative,7266,3,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP0233,56,Female,IT,Software Engineer,9408,10,3,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,2,12
EMP0234,46,Male,Research & Development,Laboratory Technician,7964,3,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,3,5
EMP0235,56,Male,IT,Software Engineer,10877,4,3,4,2,No,3-5 Yrs,High (10k-15k),0,1,2,12
EMP0236,46,Male,Human Resources,Manager,16442,2,2,3,3,No,0-2 Yrs,Very High (15k+),0,1,1,6
EMP0237,50,Male,Research & Development,Manager,12077,3,3,3,2,No,3-5 Yrs,High (10k-15k),0,1,3,6
EMP0238,39,Female,Research & Development,Manufacturing Director,14960,0,3,3,4,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP0239,39,Female,Sales,Sales Representative,5597,1,4,1,4,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP0240,23,Male,Sales,Sales Representative,3509,2,2,2,2,Yes,0-2 Yrs,Low (<5k),1,1,4,11
EMP0241,56,Male,IT,Software Engineer,10554,5,2,3,3,Yes,3-5 Yrs,High (10k-15k),1,1,2,12
EMP0242,37,Female,IT,Data Analyst,7049,2,2,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,2,1
EMP0243,57,Male,Research & Development,Research Scientist,7899,2,4,3,2,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0244,54,Male,Sales,Sales Representative,3995,2,3,3,2,No,0-2 Yrs,Low (<5k),0,1,4,11
EMP0245,25,Male,Research & Development,Laboratory Technician,4178,1,4,4,3,Yes,0-2 Yrs,Low (<5k),1,1,3,5
EMP0246,54,Male,Research & Development,Manager,13130,12,4,3,3,No,10+ Yrs,High (10k-15k),0,1,3,6
EMP0247,35,Male,Research & Development,Laboratory Technician,3656,3,2,3,3,No,3-5 Yrs,Low (<5k),0,1,3,5
EMP0248,42,Male,IT,Manager,12243,0,3,3,3,No,0-2 Yrs,High (10k-15k),0,1,2,6
EMP0249,41,Male,Finance,Manager,15879,0,4,3,4,No,0-2 Yrs,Very High (15k+),0,1,0,6
EMP0250,29,Female,Sales,Manager,13901,11,3,3,4,No,10+ Yrs,High (10k-15k),0,0,4,6
EMP0251,28,Male,Research & Development,Research Scientist,7486,1,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0252,24,Female,Research & Development,Laboratory Technician,4311,6,2,3,4,No,6-10 Yrs,Low (<5k),0,0,3,5
EMP0253,38,Male,Research & Development,Research Scientist,10806,0,1,3,3,No,0-2 Yrs,High (10k-15k),0,1,3,9
EMP0254,54,Male,Sales,Sales Representative,6601,12,4,2,4,No,10+ Yrs,Medium (5k-10k),0,1,4,11
EMP0255,33,Female,Sales,Manager,12947,10,4,3,3,No,6-10 Yrs,High (10k-15k),0,0,4,6
EMP0256,43,Male,IT,IT Support,7921,4,4,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0257,43,Male,Research & Development,Laboratory Technician,3757,0,3,4,3,No,0-2 Yrs,Low (<5k),0,1,3,5
EMP0258,51,Female,Research & Development,Laboratory Technician,6588,1,4,3,2,Yes,0-2 Yrs,Medium (5k-10k),1,0,3,5
EMP0259,59,Female,Finance,Manager,16051,2,4,2,3,Yes,0-2 Yrs,Very High (15k+),1,0,0,6
EMP0260,59,Male,IT,IT Support,5441,3,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,2,4
EMP0261,29,Male,Sales,Sales Executive,6735,1,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP0262,48,Female,Research & Development,Manufacturing Director,12293,0,2,3,3,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP0263,48,Male,Research & Development,Laboratory Technician,4904,4,4,3,4,No,3-5 Yrs,Low (<5k),0,1,3,5
EMP0264,55,Female,IT,Software Engineer,7261,3,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,2,12
EMP0265,42,Female,Human Resources,Recruiter,4108,1,3,1,3,Yes,0-2 Yrs,Low (<5k),1,0,1,8
EMP0266,51,Non-Binary,Research & Development,Manager,16539,0,3,3,2,No,0-2 Yrs,Very High (15k+),0,2,3,6
EMP0267,54,Male,Research & Development,Research Scientist,15817,26,3,3,4,Yes,10+ Yrs,Very High (15k+),1,1,3,9
EMP0268,49,Female,IT,Data Analyst,8456,3,3,3,4,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP0269,54,Male,Sales,Manager,18469,7,1,3,4,Yes,6-10 Yrs,Very High (15k+),1,1,4,6
EMP0270,26,Male,Sales,Sales Representative,5911,3,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP0271,40,Male,Research & Development,Research Scientist,6789,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0272,25,Female,Sales,Sales Representative,3371,1,3,3,2,Yes,0-2 Yrs,Low (<5k),1,0,4,11
EMP0273,56,Male,Sales,Sales Executive,7560,1,1,3,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,10
EMP0274,38,Male,IT,Manager,19789,9,1,4,2,No,6-10 Yrs,Very High (15k+),0,1,2,6
EMP0275,49,Male,Finance,Accountant,5885,5,2,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,0,0
EMP0276,51,Female,Research & Development,Manufacturing Director,18867,1,4,3,3,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP0277,50,Female,Sales,Manager,14449,17,1,2,3,No,10+ Yrs,High (10k-15k),0,0,4,6
EMP0278,27,Female,Sales,Sales Representative,7329,1,4,2,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP0279,56,Male,Sales,Sales Representative,11511,31,2,2,4,Yes,10+ Yrs,High (10k-15k),1,1,4,11
EMP0280,58,Male,Sales,Sales Representative,9561,27,2,3,2,No,10+ Yrs,Medium (5k-10k),0,1,4,11
EMP0281,45,Female,Finance,Financial Analyst,7015,1,1,2,4,No,0-2 Yrs,Medium (5k-10k),0,0,0,2
EMP0282,50,Male,Sales,Sales Representative,6966,1,1,3,2,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP0283,52,Male,Research & Development,Manager,19545,3,4,3,1,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP0284,56,Female,Sales,Sales Representative,8661,5,4,3,2,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP0285,54,Non-Binary,IT,Software Engineer,7061,3,3,3,4,No,3-5 Yrs,Medium (5k-10k),0,2,2,12
EMP0286,42,Female,Human Resources,Manager,16639,17,1,3,3,Yes,10+ Yrs,Very High (15k+),1,0,1,6
EMP0287,53,Female,Finance,Accountant,6902,6,2,3,4,No,6-10 Yrs,Medium (5k-10k),0,0,0,0
EMP0288,44,Non-Binary,IT,Data Analyst,6280,1,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,2,2,1
EMP0289,54,Male,Research & Development,Manufacturing Director,12804,0,4,3,1,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP0290,24,Female,Sales,Manager,19031,5,2,3,4,Yes,3-5 Yrs,Very High (15k+),1,0,4,6
EMP0291,39,Non-Binary,Research & Development,Research Scientist,6869,0,4,3,2,No,0-2 Yrs,Medium (5k-10k),0,2,3,9
EMP0292,46,Male,Research & Development,Manager,16926,7,3,3,4,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP0293,52,Female,Research & Development,Laboratory Technician,7894,1,2,4,2,Yes,0-2 Yrs,Medium (5k-10k),1,0,3,5
EMP0294,24,Female,Sales,Sales Representative,4006,1,3,3,3,Yes,0-2 Yrs,Low (<5k),1,0,4,11
EMP0295,45,Female,Sales,Sales Executive,4934,0,1,2,4,No,0-2 Yrs,Low (<5k),0,0,4,10
EMP0296,53,Female,Research & Development,Manufacturing Director,16372,6,4,3,4,No,6-10 Yrs,Very High (15k+),0,0,3,7
EMP0297,43,Female,Research & Development,Research Scientist,6703,0,2,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0298,44,Female,IT,IT Support,6923,7,4,3,4,No,6-10 Yrs,Medium (5k-10k),0,0,2,4
EMP0299,23,Male,Sales,Sales Executive,6239,3,1,3,2,Yes,3-5 Yrs,Medium (5k-10k),1,1,4,10
EMP0300,48,Female,Research & Development,Manufacturing Director,17559,7,4,3,4,No,6-10 Yrs,Very High (15k+),0,0,3,7
EMP0301,23,Male,Sales,Sales Executive,8382,4,1,4,3,Yes,3-5 Yrs,Medium (5k-10k),1,1,4,10
EMP0302,47,Male,Sales,Manager,13909,0,4,3,2,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0303,38,Male,Research & Development,Manufacturing Director,12564,7,4,3,3,No,6-10 Yrs,High (10k-15k),0,1,3,7
EMP0304,54,Male,Sales,Manager,10619,0,4,2,2,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0305,30,Male,Sales,Manager,18582,3,3,4,3,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP0306,50,Female,Research & Development,Manufacturing Director,13066,0,4,4,2,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP0307,47,Female,Sales,Sales Representative,9072,6,2,2,3,Yes,6-10 Yrs,Medium (5k-10k),1,0,4,11
EMP0308,56,Female,Sales,Manager,21038,12,1,3,4,No,10+ Yrs,Very High (15k+),0,0,4,6
EMP0309,46,Male,Sales,Sales Representative,6137,4,3,3,1,Yes,3-5 Yrs,Medium (5k-10k),1,1,4,11
EMP0310,45,Female,Sales,Manager,19000,3,1,3,3,Yes,3-5 Yrs,Very High (15k+),1,0,4,6
EMP0311,34,Female,Sales,Sales Representative,6860,7,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,4,11
EMP0312,28,Female,Research & Development,Laboratory Technician,6442,0,1,2,4,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP0313,57,Male,Sales,Sales Executive,8111,12,3,4,3,Yes,10+ Yrs,Medium (5k-10k),1,1,4,10
EMP0314,41,Male,Sales,Manager,11491,1,3,2,3,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0315,22,Male,Research & Development,Manager,16174,4,3,3,3,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP0316,29,Male,Research & Development,Research Scientist,8600,6,3,3,2,No,6-10 Yrs,Medium (5k-10k),0,1,3,9
EMP0317,37,Male,IT,Software Engineer,13172,7,1,3,1,No,6-10 Yrs,High (10k-15k),0,1,2,12
EMP0318,35,Female,IT,IT Support,8950,5,3,2,3,No,3-5 Yrs,Medium (5k-10k),0,0,2,4
EMP0319,33,Male,Human Resources,HR Partner,6255,3,2,2,1,Yes,3-5 Yrs,Medium (5k-10k),1,1,1,3
EMP0320,44,Male,Research & Development,Manufacturing Director,17313,4,4,3,3,No,3-5 Yrs,Very High (15k+),0,1,3,7
EMP0321,36,Male,Research & Development,Research Scientist,6704,0,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0322,49,Male,Research & Development,Manufacturing Director,11625,4,4,2,3,No,3-5 Yrs,High (10k-15k),0,1,3,7
EMP0323,55,Male,Sales,Manager,19996,4,1,2,2,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP0324,23,Male,Sales,Manager,11376,5,2,2,4,Yes,3-5 Yrs,High (10k-15k),1,1,4,6
EMP0325,53,Male,Sales,Sales Representative,4572,3,1,3,4,Yes,3-5 Yrs,Low (<5k),1,1,4,11
EMP0326,44,Female,Finance,Financial Analyst,10213,0,1,3,2,Yes,0-2 Yrs,High (10k-15k),1,0,0,2
EMP0327,43,Non-Binary,Research & Development,Laboratory Technician,6276,1,2,2,3,No,0-2 Yrs,Medium (5k-10k),0,2,3,5
EMP0328,46,Male,Human Resources,HR Partner,4443,5,3,3,3,No,3-5 Yrs,Low (<5k),0,1,1,3
EMP0329,43,Male,Research & Development,Research Scientist,6954,1,2,2,1,Yes,0-2 Yrs,Medium (5k-10k),1,1,3,9
EMP0330,43,Female,Research & Development,Research Scientist,9804,1,3,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP0331,27,Male,Sales,Sales Representative,9335,8,4,4,2,No,6-10 Yrs,Medium (5k-10k),0,1,4,11
EMP0332,36,Male,Sales,Sales Executive,5971,4,3,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP0333,58,Female,IT,Data Analyst,9305,3,2,4,4,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP0334,54,Male,Research & Development,Manufacturing Director,15596,1,2,4,3,Yes,0-2 Yrs,Very High (15k+),1,1,3,7
EMP0335,29,Female,Research & Development,Research Scientist,10665,6,3,4,3,Yes,6-10 Yrs,High (10k-15k),1,0,3,9
EMP0336,26,Female,IT,Manager,12911,1,1,3,4,No,0-2 Yrs,High (10k-15k),0,0,2,6
EMP0337,25,Male,Sales,Sales Executive,6607,6,3,3,4,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP0338,27,Male,Finance,Manager,18814,0,2,3,4,No,0-2 Yrs,Very High (15k+),0,1,0,6
EMP0339,53,Female,Research & Development,Manufacturing Director,17388,9,4,3,2,Yes,6-10 Yrs,Very High (15k+),1,0,3,7
EMP0340,51,Male,Research & Development,Research Scientist,12347,3,4,3,2,No,3-5 Yrs,High (10k-15k),0,1,3,9
EMP0341,56,Male,Research & Development,Manufacturing Director,12123,2,3,2,3,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP0342,37,Female,Sales,Sales Representative,7122,4,2,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP0343,34,Male,Sales,Sales Representative,5719,4,2,3,1,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP0344,51,Male,Research & Development,Research Scientist,6918,0,4,3,1,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0345,40,Female,IT,Data Analyst,12669,7,3,3,4,No,6-10 Yrs,High (10k-15k),0,0,2,1
EMP0346,38,Male,IT,Data Analyst,11481,1,2,4,4,No,0-2 Yrs,High (10k-15k),0,1,2,1
EMP0347,40,Female,Sales,Sales Executive,9415,11,1,3,3,No,10+ Yrs,Medium (5k-10k),0,0,4,10
EMP0348,49,Female,Research & Development,Manufacturing Director,12181,8,1,3,4,No,6-10 Yrs,High (10k-15k),0,0,3,7
EMP0349,47,Female,Sales,Sales Executive,7281,2,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,10
EMP0350,58,Male,Sales,Sales Representative,6286,8,2,3,4,No,6-10 Yrs,Medium (5k-10k),0,1,4,11
EMP0351,47,Non-Binary,Research & Development,Manager,14309,2,3,2,3,No,0-2 Yrs,High (10k-15k),0,2,3,6
EMP0352,44,Male,Research & Development,Research Scientist,7999,0,3,4,2,Yes,0-2 Yrs,Medium (5k-10k),1,1,3,9
EMP0353,30,Female,Sales,Sales Executive,8111,12,3,3,3,No,10+ Yrs,Medium (5k-10k),0,0,4,10
EMP0354,33,Male,Sales,Sales Representative,4400,5,4,2,3,No,3-5 Yrs,Low (<5k),0,1,4,11
EMP0355,22,Male,Finance,Accountant,7248,3,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,0,0
EMP0356,22,Male,Sales,Sales Executive,6028,2,3,2,2,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP0357,55,Female,Research & Development,Laboratory Technician,4856,1,1,3,4,Yes,0-2 Yrs,Low (<5k),1,0,3,5
EMP0358,53,Non-Binary,Research & Development,Laboratory Technician,7420,19,3,1,2,No,10+ Yrs,Medium (5k-10k),0,2,3,5
EMP0359,46,Male,Sales,Sales Representative,3246,0,3,2,2,No,0-2 Yrs,Low (<5k),0,1,4,11
EMP0360,22,Male,Sales,Sales Representative,6539,1,3,2,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,11
EMP0361,37,Female,Research & Development,Laboratory Technician,6610,3,3,2,3,No,3-5 Yrs,Medium (5k-10k),0,0,3,5
EMP0362,26,Male,IT,Manager,15319,3,1,3,3,No,3-5 Yrs,Very High (15k+),0,1,2,6
EMP0363,43,Male,Research & Development,Laboratory Technician,5968,3,3,4,4,No,3-5 Yrs,Medium (5k-10k),0,1,3,5
EMP0364,50,Female,Research & Development,Manufacturing Director,11839,0,1,3,3,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP0365,24,Male,Finance,Financial Analyst,8903,0,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,0,2
EMP0366,33,Non-Binary,IT,Manager,16405,1,2,3,4,No,0-2 Yrs,Very High (15k+),0,2,2,6
EMP0367,47,Male,Research & Development,Manager,16795,12,4,3,1,No,10+ Yrs,Very High (15k+),0,1,3,6
EMP0368,37,Male,Research & Development,Laboratory Technician,7498,0,1,2,3,Yes,0-2 Yrs,Medium (5k-10k),1,1,3,5
EMP0369,58,Male,Research & Development,Research Scientist,13167,7,3,3,4,No,6-10 Yrs,High (10k-15k),0,1,3,9
EMP0370,43,Female,Research & Development,Manufacturing Director,15091,7,4,3,1,No,6-10 Yrs,Very High (15k+),0,0,3,7
EMP0371,50,Male,Research & Development,Laboratory Technician,8441,8,2,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP0372,35,Female,Research & Development,Research Scientist,12348,10,4,3,4,No,6-10 Yrs,High (10k-15k),0,0,3,9
EMP0373,49,Male,Sales,Sales Representative,4592,1,3,3,3,No,0-2 Yrs,Low (<5k),0,1,4,11
EMP0374,26,Female,Research & Development,Laboratory Technician,6950,1,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP0375,51,Male,Sales,Sales Representative,7855,3,2,4,4,Yes,3-5 Yrs,Medium (5k-10k),1,1,4,11
EMP0376,26,Male,Sales,Sales Representative,6208,1,3,3,2,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP0377,33,Female,Sales,Sales Representative,8500,6,3,3,1,No,6-10 Yrs,Medium (5k-10k),0,0,4,11
EMP0378,37,Male,Research & Development,Laboratory Technician,7338,5,3,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,3,5
EMP0379,47,Male,Research & Development,Laboratory Technician,8514,10,3,3,4,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP0380,47,Female,Sales,Manager,10759,0,3,2,3,No,0-2 Yrs,High (10k-15k),0,0,4,6
EMP0381,42,Male,Research & Development,Manager,22315,12,2,3,3,No,10+ Yrs,Very High (15k+),0,1,3,6
EMP0382,57,Female,Research & Development,Manufacturing Director,18821,1,2,3,4,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP0383,54,Male,Sales,Sales Representative,5955,3,1,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP0384,51,Female,Research & Development,Laboratory Technician,5859,2,2,2,2,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP0385,58,Male,IT,IT Support,8592,7,4,4,1,No,6-10 Yrs,Medium (5k-10k),0,1,2,4
EMP0386,44,Male,IT,IT Support,5118,2,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,4
EMP0387,31,Non-Binary,Research & Development,Manager,22057,13,2,3,4,No,10+ Yrs,Very High (15k+),0,2,3,6
EMP0388,26,Female,Research & Development,Manufacturing Director,17023,8,4,3,4,No,6-10 Yrs,Very High (15k+),0,0,3,7
EMP0389,57,Male,Sales,Sales Representative,6308,10,3,4,4,No,6-10 Yrs,Medium (5k-10k),0,1,4,11
EMP0390,55,Male,Sales,Sales Executive,4050,0,4,2,4,Yes,0-2 Yrs,Low (<5k),1,1,4,10
EMP0391,52,Female,Sales,Sales Executive,8273,9,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,4,10
EMP0392,31,Male,Finance,Financial Analyst,12879,7,4,3,3,No,6-10 Yrs,High (10k-15k),0,1,0,2
EMP0393,40,Female,Sales,Sales Executive,5249,0,1,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,4,10
EMP0394,53,Female,Sales,Sales Representative,5809,0,2,1,4,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,11
EMP0395,22,Male,IT,Software Engineer,8921,0,1,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,2,12
EMP0396,26,Male,Finance,Manager,14676,0,4,3,1,No,0-2 Yrs,High (10k-15k),0,1,0,6
EMP0397,25,Female,IT,IT Support,7641,3,2,3,4,No,3-5 Yrs,Medium (5k-10k),0,0,2,4
EMP0398,37,Male,Sales,Sales Executive,9017,18,4,3,3,No,10+ Yrs,Medium (5k-10k),0,1,4,10
EMP0399,45,Male,Sales,Manager,10932,2,2,2,3,Yes,0-2 Yrs,High (10k-15k),1,1,4,6
EMP0400,37,Female,Research & Development,Manager,19690,3,4,3,3,No,3-5 Yrs,Very High (15k+),0,0,3,6
EMP0401,23,Female,Sales,Sales Representative,6654,5,1,4,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP0402,49,Female,Sales,Sales Executive,4669,1,1,3,2,Yes,0-2 Yrs,Low (<5k),1,0,4,10
EMP0403,53,Female,Research & Development,Research Scientist,10720,9,2,4,4,Yes,6-10 Yrs,High (10k-15k),1,0,3,9
EMP0404,48,Female,Finance,Accountant,4852,3,3,4,2,Yes,3-5 Yrs,Low (<5k),1,0,0,0
EMP0405,41,Male,Research & Development,Manufacturing Director,18092,4,2,3,2,Yes,3-5 Yrs,Very High (15k+),1,1,3,7
EMP0406,45,Male,Research & Development,Laboratory Technician,4169,2,4,3,3,Yes,0-2 Yrs,Low (<5k),1,1,3,5
EMP0407,33,Male,Research & Development,Laboratory Technician,4633,4,1,3,4,No,3-5 Yrs,Low (<5k),0,1,3,5
EMP0408,56,Male,Sales,Manager,17142,0,2,3,4,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP0409,54,Female,Research & Development,Laboratory Technician,6609,7,4,2,4,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP0410,54,Male,Sales,Manager,14849,1,1,3,4,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0411,58,Male,Sales,Manager,18931,10,4,2,2,No,6-10 Yrs,Very High (15k+),0,1,4,6
EMP0412,33,Male,Human Resources,Recruiter,6824,2,4,4,1,No,0-2 Yrs,Medium (5k-10k),0,1,1,8
EMP0413,24,Male,Sales,Manager,11091,0,1,4,3,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP0414,22,Male,Finance,Accountant,4996,4,2,3,2,Yes,3-5 Yrs,Low (<5k),1,1,0,0
EMP0415,54,Male,Sales,Manager,19852,0,2,3,4,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP0416,31,Male,Research & Development,Manager,19249,7,4,3,3,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP0417,50,Male,Research & Development,Manager,18054,17,3,3,4,No,10+ Yrs,Very High (15k+),0,1,3,6
EMP0418,34,Male,Sales,Sales Executive,4660,7,3,3,2,No,6-10 Yrs,Low (<5k),0,1,4,10
EMP0419,33,Female,Sales,Manager,15936,0,4,3,3,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP0420,52,Male,Research & Development,Manufacturing Director,20177,4,1,3,3,No,3-5 Yrs,Very High (15k+),0,1,3,7
EMP0421,23,Male,IT,Data Analyst,9449,5,4,2,2,No,3-5 Yrs,Medium (5k-10k),0,1,2,1
EMP0422,56,Female,IT,IT Support,8133,8,4,1,3,No,6-10 Yrs,Medium (5k-10k),0,0,2,4
EMP0423,44,Male,Research & Development,Research Scientist,10370,0,3,2,3,Yes,0-2 Yrs,High (10k-15k),1,1,3,9
EMP0424,38,Female,IT,Manager,14901,3,4,3,3,No,3-5 Yrs,High (10k-15k),0,0,2,6
EMP0425,47,Male,Research & Development,Manager,17807,3,4,4,3,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP0426,29,Male,Human Resources,HR Partner,6344,0,2,3,1,Yes,0-2 Yrs,Medium (5k-10k),1,1,1,3
EMP0427,50,Female,Research & Development,Manufacturing Director,16019,1,3,3,3,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP0428,47,Male,Research & Development,Manufacturing Director,19458,2,3,2,3,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP0429,31,Female,IT,Software Engineer,7692,8,1,3,1,No,6-10 Yrs,Medium (5k-10k),0,0,2,12
EMP0430,47,Male,Research & Development,Laboratory Technician,8778,13,4,2,3,No,10+ Yrs,Medium (5k-10k),0,1,3,5
EMP0431,55,Female,IT,Manager,20343,4,1,3,2,Yes,3-5 Yrs,Very High (15k+),1,0,2,6
EMP0432,28,Male,Research & Development,Research Scientist,6764,2,3,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP0433,25,Male,Sales,Sales Executive,8116,1,3,2,2,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,10
EMP0434,32,Female,Sales,Manager,16518,14,1,3,3,No,10+ Yrs,Very High (15k+),0,0,4,6
EMP0435,50,Male,Research & Development,Manager,20125,20,4,1,3,Yes,10+ Yrs,Very High (15k+),1,1,3,6
EMP0436,57,Male,Research & Development,Manufacturing Director,14324,12,4,3,3,No,10+ Yrs,High (10k-15k),0,1,3,7
EMP0437,46,Female,IT,Software Engineer,10495,7,3,2,4,No,6-10 Yrs,High (10k-15k),0,0,2,12
EMP0438,42,Female,Sales,Sales Representative,5738,1,2,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP0439,57,Male,IT,Manager,21088,8,1,2,3,Yes,6-10 Yrs,Very High (15k+),1,1,2,6
EMP0440,31,Female,IT,Software Engineer,8676,2,2,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,2,12
EMP0441,58,Non-Binary,Sales,Sales Executive,3202,1,2,3,3,No,0-2 Yrs,Low (<5k),0,2,4,10
EMP0442,30,Female,IT,Data Analyst,10692,6,3,3,4,No,6-10 Yrs,High (10k-15k),0,0,2,1
EMP0443,45,Male,Finance,Financial Analyst,7753,0,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,0,2
EMP0444,56,Female,Human Resources,HR Partner,3910,0,3,4,3,No,0-2 Yrs,Low (<5k),0,0,1,3
EMP0445,56,Male,IT,Manager,10706,2,4,3,4,No,0-2 Yrs,High (10k-15k),0,1,2,6
EMP0446,57,Non-Binary,Finance,Manager,16975,2,3,2,2,Yes,0-2 Yrs,Very High (15k+),1,2,0,6
EMP0447,39,Male,Research & Development,Laboratory Technician,9431,11,3,3,3,No,10+ Yrs,Medium (5k-10k),0,1,3,5
EMP0448,53,Male,Research & Development,Manager,16028,0,4,4,2,No,0-2 Yrs,Very High (15k+),0,1,3,6
EMP0449,45,Female,IT,IT Support,7015,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,2,4
